standard_deviation_e1,standard_deviation_e2,standard_deviation_e3,standard_deviation_e4,standard_deviation_e5,standard_deviation_e6,standard_deviation_e7,standard_deviation_e8,root_mean_square_e1,root_mean_square_e2,root_mean_square_e3,root_mean_square_e4,root_mean_square_e5,root_mean_square_e6,root_mean_square_e7,root_mean_square_e8,minimum_e1,minimum_e2,minimum_e3,minimum_e4,minimum_e5,minimum_e6,minimum_e7,minimum_e8,maximum_e1,maximum_e2,maximum_e3,maximum_e4,maximum_e5,maximum_e6,maximum_e7,maximum_e8,zero_crossings_e1,zero_crossings_e2,zero_crossings_e3,zero_crossings_e4,zero_crossings_e5,zero_crossings_e6,zero_crossings_e7,zero_crossings_e8,average_amplitude_change_e1,average_amplitude_change_e2,average_amplitude_change_e3,average_amplitude_change_e4,average_amplitude_change_e5,average_amplitude_change_e6,average_amplitude_change_e7,average_amplitude_change_e8,amplitude_first_burst_e1,amplitude_first_burst_e2,amplitude_first_burst_e3,amplitude_first_burst_e4,amplitude_first_burst_e5,amplitude_first_burst_e6,amplitude_first_burst_e7,amplitude_first_burst_e8,mean_absolute_value_e1,mean_absolute_value_e2,mean_absolute_value_e3,mean_absolute_value_e4,mean_absolute_value_e5,mean_absolute_value_e6,mean_absolute_value_e7,mean_absolute_value_e8,wave_form_length_e1,wave_form_length_e2,wave_form_length_e3,wave_form_length_e4,wave_form_length_e5,wave_form_length_e6,wave_form_length_e7,wave_form_length_e8,willison_amplitude_e1,willison_amplitude_e2,willison_amplitude_e3,willison_amplitude_e4,willison_amplitude_e5,willison_amplitude_e6,willison_amplitude_e7,willison_amplitude_e8,label,gesture,gb_score,is_synthetic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8050639990163132,0.3934429322552525,1.0,0.7167452400717369,0.0,0.0,0.4349643884600843,0.624157177105473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1998210752687369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8925330944731941,0.2898464150905133,0.0,0.0,0,synthetic,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6424701125686675,0.0948862585519014,0.7043903743424841,0.619451714657051,0.4543596333816111,0.2947141775776107,0.7444430341387708,0.7190386499586738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000633111130907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3448314776675096,0.2530340198527097,0.0,0.0,0.0,0.0,0.0,0,synthetic,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7635790879720263,1.0,0.9821157648886402,0.5283409111670792,0.6732641479458739,0.8855954739399594,0.9470481584905704,0.8017029414066146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468560491184513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,synthetic,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.2761407105746642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2496479210572696,0.0,0.6171036907187483,0.0,0.5808414786918614,0.725317816716536,0.4375188162838551,0.232455922825151,0.0,0.4162878286630087,0.0,0.0,0.0,0.0,0.0,0.0,0.8769216168350419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147282045890262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0284227324958644,0.0,0.0,0.9433603472436526,0.0,0.0,0.0,0.0,0.4327196578559349,0.0,0,synthetic,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7986610960893562,0.8046089883166169,0.5969527030236449,0.3859157928760824,0.7814510649431141,0.5610861412679685,0.0,0.5036415498288482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1262351832288488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0960221229915431,0.0042497377730887,0.0,0.0395619700414862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2489370970331836,0.0,0.0,0.0,0.4126833365280706,0.0,0,synthetic,0,1
-0.227081830438947,-0.7255832987270493,-0.163610896067283,-0.5877733159788247,-0.6914534858565798,-0.748574495657921,-0.7466168362291441,-0.4570673026993272,-0.2486806186282046,-0.7263728310299643,-0.1734449073560828,-0.5873632893751196,-0.6505424050316734,-0.7269428311659522,-0.7449693122253724,-0.4582908385850609,0.2443379281629732,0.9179571274059072,0.2905062149671168,0.2557495759871472,0.5615550748371462,0.8277231042886876,0.8257130198788977,0.5000448992625314,-0.3098164424021132,-0.8412324141089033,-0.4293454710390654,-0.5974426181500987,-0.5988761576409112,-0.7684646142306739,-0.7447722765605362,-0.5310105646989411,-0.1525464817048046,-0.2570688996338554,0.8092478604247602,0.0444469406999283,-1.172423394438394,-1.232360497230096,-0.7290463722011005,-0.3824898927152099,-0.2703824390844017,-0.7199792099531225,-0.0992091451368225,-0.568712216230517,-0.7247278891276336,-0.78251518669894,-0.7229906356465414,-0.4820684019970067,-0.5157148016339794,-0.4196035918528836,0.2016272528167209,-0.435459149452659,-0.3567190100034496,-0.5765155905027063,-0.4058495543012191,-0.3339582911855375,-0.2592377271159918,-0.6551059996270175,-0.0823895631357632,-0.6086446859872309,-0.7194007461668447,-0.7309701340480986,-0.6922445939442762,-0.4473305225328188,-0.2757100490813211,-0.7071104534103224,-0.1129195345775229,-0.5702280923288754,-0.6659945122223452,-0.7499056603183016,-0.701875275003378,-0.4538503279937566,-0.3838738125590329,-1.153421190346039,0.2672081598688796,-0.6823193651916142,-0.5049497684582015,-0.8617802440953957,-0.8022170660365832,-0.7576782803851408,4,little_finger,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8412521480506361,1.0,1.0,0.5992072518091581,0.9653021003789328,0.8799331171236221,1.0,0.7587878145284364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,synthetic,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.772432224788229,1.0,1.0,0.8041657583811291,0.7878779778819162,0.0,0.0,0.7284100568181463,0.0,0.0,0.0,0.0,0.0,0.0,0.2687069724848259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3262184130973113,0.0,0.0,0,synthetic,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6582390406737741,1.0,0.9290397102535546,0.8199815734823009,0.7530747811386588,0.4767640907592705,0.0,0.7139677334881345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,synthetic,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538566857909968,0.6362579310117779,0.9896441918487956,0.9589565438346522,0.8510427668107301,0.9173863892548256,0.972677948632007,0.7980407580982457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2219232009286484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,synthetic,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7736465190193607,1.0,1.0,0.864460896368383,0.7770473049159452,0.8677976895259049,0.9857763226303946,0.7660191908559003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,synthetic,0,1
0.0,0.0,0.0409885487402753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384209050298213,0.0,0.0,0.0,0.0,0.0,0.7517857724672612,0.8922003897539508,0.079121775105535,0.3518688829974842,0.668893161876527,0.582843394639608,0.6600637137272054,0.7436054042041824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4689887655603322,0.4015030858923333,0.0,0.0,0.0,0.0,0.0,0.0,0.026900649670252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4015703443771523,0.3399513254217277,0.0,0.0,0.0,0.0,0.0,0.0,0.0711625381580445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0439568447557943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0304723774883788,0.0,0.0,0.0,0.0,0.0,0,synthetic,0,1
0.4230240479790055,0.1257016797694408,0.0,0.0,0.0,0.0,0.0,0.0,0.4321506135876231,0.1546509336612943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1870489911169821,0.4552610998340685,0.3710721241008502,0.1609787720242062,0.392440438521206,0.7470783021306281,0.3733743216111345,0.2826101811501086,0.2646364219496995,0.0,0.0289789880133305,0.0,0.0,0.0,0.0,0.8235825878877382,0.270896396106936,0.1580289974602217,0.0,0.4005943578022402,0.3100588765769644,0.0,0.5286888090029502,0.5233300647473618,0.1065972450008485,0.0,0.0,0.0427277414835215,0.0,0.0,0.0,0.0,0.0,0.6559614286653701,0.0,0.0,0.0,0.0,0.0,0.4519679985635098,0.1160567062849231,0.0,0.0,0.0,0.0,0.0,0.0,0.4356530066522309,0.1156605638076079,0.0,0.0,0.0,0.0,0.0,0.0,0.7474585738877867,0.6746997476481981,0.0263524169529783,0.0,0.0,0.0,0.0,0.0,0,synthetic,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.771366137071467,0.9725267284504476,0.6431223342055621,0.7529733445505955,0.5469116243018017,0.4389773779936347,0.0,0.5029225257066747,0.0,0.0,0.0,0.0,0.0,0.0,0.7503830154590142,0.0,0.0,0.0,0.0,0.0,0.0,0.1531042230871969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6134436607666287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006041908399063,0.0,0.0,0.0,0.0,0.0,0,synthetic,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460479802146732,0.59208715083909,0.1443187756086199,0.4176379429267069,0.647051357393719,0.7289538079052786,0.5058751786403058,0.6962068864121306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1216715833164547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4323885003302244,0.0,0,synthetic,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8134112163584816,0.0,0.2286260574037602,0.4027393559831015,0.0673702286673376,0.3926408418283392,0.9283004504753304,0.7512770807190605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2395152288721248,0.7284030614171153,0.0,0.0890154781918833,0.9682479029803512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181913289928621,0.4577512733834044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018644351563326,0.7834645457268086,0.0,0.0,0.0,0.0,0.0,0,synthetic,0,1
-0.6346979088724346,-0.6364476655694971,-0.3754225352848835,-0.3128030019824527,0.046949524178147,-0.4186845013039502,-0.7814727758571903,-0.6303508098870125,-0.6294217430527447,-0.6410265445642258,-0.3789880970331946,-0.3354851063910782,0.0255529423156256,-0.4237497117294039,-0.7727401441217813,-0.6151366407548302,0.6493393813110969,0.8432756207334442,-0.0384390741701248,0.1129408511312406,-0.3289265597726528,0.3516041580689434,0.8734690427332088,0.7435280195944061,-0.5213931712112209,-0.5678832364991057,-0.5103682706121742,-0.5295753772660029,-0.0475181128895894,-0.377299878543029,-0.9099488835593434,-0.704555594219095,-0.5958110942042673,-0.5898908033753354,0.2790107869315618,-0.1478951027809106,0.2106770052794901,-0.2098894413682049,-1.2609178510836283,-0.8979964778924959,-0.6568088133714158,-0.675646208572998,-0.3834387523760101,-0.2717483466603089,-0.0199230729579344,-0.4162738262063456,-0.7454344323289409,-0.5984300570763539,-0.4157956474862421,-0.5802795149985518,0.1472785066489484,-0.435459149452659,-0.3567190100034496,-0.4033963422721003,-0.4410201244287303,-0.3888215437887912,-0.6244179647927509,-0.6387081628433959,-0.3978418452749907,-0.2913713242241506,-0.0445561717107647,-0.4341077815263202,-0.7131224679353618,-0.5855608972196361,-0.6186709615323206,-0.6382175530827013,-0.3950245192094475,-0.3377916456176852,-0.0800564992955975,-0.4450045603549134,-0.7234860761625552,-0.5825909995121157,-0.7502927123399358,-1.153421190346039,-0.2546820303491721,-0.6823193651916142,-0.5049497684582015,-0.4670838798868977,-1.0459274493399155,-0.7576782803851408,5,thumb,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888191705865475,1.0,1.0,0.896704548483459,0.8766295555294429,0.8676203349744711,1.0,0.7525531636628613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,synthetic,0,1
